55.949428,-3.192704,17343,"Edinburgh"
55.9757865,-3.1680197,2075,"Leith"
56.5367753382786,-3.88184049085112,1270,"Perth"
56.054591,-3.718683,1054,"Forth"
55.9501,-3.1882,1046,"High Street"
55.9498473,-3.183502,992,"Holyrood"
56.4740726971985,-2.96372136625037,723,"Dundee"
55.6488580795271,-2.21453790072897,685,"Tweed"
56.4361592724197,-2.94880495292056,524,"Tay"
56.2285650427633,-3.14783493897348,523,"Fife"
55.7658656540048,-2.00796962045066,516,"Tweed"
55.9515,-3.1793,514,"Canongate"
55.949616,-3.191541,467,"Tolbooth"
55.4212381247542,-3.14494682993259,415,"Ettrick"
55.9523547,-3.1761031,413,"Canongate"
55.9583198,-3.1992422,412,"New Town"
55.6019877221953,-2.72221614656815,405,"Melrose"
55.9556726,-3.1824089,402,"Calton Hill"
55.5975517669722,-2.71999383815657,353,"Melrose"
55.9471293,-3.2002511,348,"Old Town"
55.8943342,-3.0713975,329,"Dalkeith"
56.092386492191,-3.92095902560266,317,"Bannockburn"
56.0025107577916,-3.76488786096616,308,"Falkirk"
55.5228272835717,-3.04661185984329,297,"Yarrow"
55.9493396,-3.1905294,291,"St. Giles"
55.948,-3.1927,290,"Cowgate"
55.9526,-3.193,261,"Princes Street"
56.7082024842666,-2.53090501871058,253,"Montrose"
55.9599,-3.1951,253,"Scotland Street"
55.9468,-3.1914,250,"Greyfriars"
55.952639,-2.800838,245,"Haddington"
55.9487,-3.1876,245,"Cowgate"
55.998398828103,-2.52113389269969,245,"Dunbar"
55.2955063379448,-2.07389462131246,240,"Northumberland"
55.9511,-3.2014,238,"Princes Street"
56.058,-3.0198,237,"Firth of Forth"
56.3362212456366,-2.80550089019265,230,"St. Andrews"
55.9804283,-3.1949192,230,"Newhaven"
55.952512,-3.173385,221,"Holyrood Palace"
55.976671,-3.585444,219,"Linlithgow"
55.949428,-3.192704,215,"Auld Reekie"
55.4525102236657,-3.38365571082702,211,"Erie"
55.9464,-3.1999,208,"West Port"
55.5515344050299,-2.84082469732043,208,"Selkirk"
55.9528635,-3.1145573,203,"Portobello"
55.9541541,-3.2090472,201,"Moray Place"
55.8652019693721,-3.4462371234668,198,"Leyden"
55.0766771194402,-3.2296634141994,190,"Scotsbrig"
56.3077366262952,-3.74756846574012,186,"Perthshire"
56.5214961348847,-3.42237253080747,186,"Old England"
56.0672074333337,-3.45198910002071,182,"Dunfermline"
55.9274145,-3.2106492,178,"Morningside"
56.5633077397782,-2.59233582780689,172,"Arbroath"
55.9546,-3.2002,171,"Queen Street"
55.8594103703642,-3.14242037432683,170,"Hawthornden"
55.949428,-3.192704,166,"Edinboro"
55.9518,-3.1985,165,"Princes Street"
55.946734,-3.19771,164,"Grassmarket"
55.3763143293531,-2.87592729589588,162,"Teviot"
55.943718,-3.154978,162,"Arthur's Seat"
55.833333,-3.083333,161,"Midlothian"
55.955002,-2.994515,159,"Prestonpans"
55.9479776123269,-2.72623899396833,159,"East Lothian"
55.9738045,-3.1858283,157,"Lord Nelson"
55.9487741,-3.2001579,156,"Mons Meg"
55.94194,-3.153004,155,"Arthur's Seat"
55.063928680252,-3.55814739572026,154,"Isle of Man"
55.4789716946992,-2.54632726131866,153,"Jedburgh"
55.9489,-3.1954,151,"Castle Hill"
55.9493,-3.1936,151,"Lawnmarket"
55.949428,-3.192704,151,"Edinbrughe"
55.9441043,-3.1618477,150,"Arthur's Seat"
55.6033373276389,-2.43651660171913,150,"Kelso"
56.3362212456366,-2.80550089019265,149,"St Andrews"
